product,issue,sub_product,timely,company_response,submitted_via,company,state,sub_issue,Count of complaint_id,Month Year
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,LEXISNEXIS,SC,Information belongs to someone else,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,LEXISNEXIS,VT,Account status incorrect,1,2024-08-19
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,LEXISNEXIS,VT,Information belongs to someone else,1,2024-06-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,OneMain Finance Corporation,PA,Account status incorrect,1,2024-09-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,PENTAGON FEDERAL CREDIT UNION,ME,Account status incorrect,1,2024-05-14
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Resurgent Capital Services L.P.,NE,Account status incorrect,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Resurgent Capital Services L.P.,VA,Account information incorrect,1,2024-09-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Resurgent Capital Services L.P.,WV,Old information reappears or never goes away,1,2024-08-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"SANTANDER HOLDINGS USA, INC.",KY,Account information incorrect,1,2024-08-25
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,SYNCHRONY FINANCIAL,ME,Information belongs to someone else,1,2024-05-16
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,SYNCHRONY FINANCIAL,VT,Account status incorrect,1,2024-03-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"Sequium Asset Solutions, LLC",GA,Information belongs to someone else,1,2024-09-03
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AK,Account status incorrect,10,2024-07-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AK,Information belongs to someone else,21,2024-08-05
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AK,Old information reappears or never goes away,1,2024-06-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AK,Personal information incorrect,5,2024-06-20
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Account information incorrect,1,2024-09-03
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",DC,Information belongs to someone else,1,2024-08-10
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Information belongs to someone else,1,2024-09-04
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GU,Personal information incorrect,1,2024-02-20
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",HI,Account information incorrect,4,2024-08-07
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",HI,Account status incorrect,1,2024-07-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",HI,Information belongs to someone else,11,2024-08-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",HI,Personal information incorrect,1,2024-08-04
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",HI,Public record information inaccurate,1,2024-08-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IA,Account information incorrect,2,2024-07-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IA,Information belongs to someone else,10,2024-08-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IA,Public record information inaccurate,1,2024-07-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ID,Account information incorrect,1,2024-08-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ID,Account status incorrect,3,2024-08-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ID,Information belongs to someone else,17,2024-08-03
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ID,Old information reappears or never goes away,1,2024-07-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ID,Personal information incorrect,1,2024-07-12
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",KS,Account information incorrect,2,2024-08-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",KS,Account status incorrect,1,2024-08-07
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",KS,Information belongs to someone else,8,2024-08-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",KY,Information belongs to someone else,1,2024-08-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ME,Account information incorrect,5,2024-07-18
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ME,Account status incorrect,1,2024-06-13
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ME,Information belongs to someone else,12,2024-08-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ME,Personal information incorrect,2,2024-06-13
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MO,Information belongs to someone else,1,2024-08-28
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MT,Account information incorrect,3,2024-07-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MT,Account status incorrect,5,2024-06-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MT,Information belongs to someone else,15,2024-08-07
